rating,reviewContent
3,"Jakarta ordered before the transaction. If you use COD, it's cool, the speakers are sometimes loud, then the speakers are really slow"
3,sometimes I like to lose the copy data
3,"safety using wood, yes, bubble wrap, disappointed a little digital channel, then sometimes my wife broke, complaining because I can't get my favorite digital channel"
3,buy a smarttv ortu fast december date pack wooden bubble wrap stuff how do you try the problem of the screen pressing the volume black screen the beak is good just the tv is worth buying now the refund process is a successful process lazada coocaa
3,the function of the person once arrived
3,appropriate product
3,original item mantul
3,fast the best item try thank you lazada
3,"how much did the mv arrive, bro, the address of the non-commissioned officer, kranji, how did you see the usb film, bro, thanks"
3,good fast
3,pack looks good feature auto off function
3,very fast send the goods ok thank you lazada
3,"it's really cheap, don't give me the wrong price or give me the wrong information later"
3,"brg is good, the price is a little different, it's a shame to send an expedition, don't use it again, lazada doesn't fit, I think it's too late to buy this as a gift to bring home to the village, I bought it again, the shop actually used it myself"
3,serve quickly wd read comp
3,"sir, the TV is good, I can't get the remote, please help"
3,very delivery
3,item received fast order date evening date received item function normal good unfortunately the right left corner of the screen is dim the screen light won't dr return bother repacking hope it lasts
3,fake price
3,"doesn't match the photo, I'm afraid to buy it, I'm afraid it won't match the photo of the item"
3,"handsfree headset promise, please don't put it together"
3,the item matches the picture exactly not oval widescreen
3,the remote is broken
3,reasonable
3,wrong delivery
3,thank you real pict tree
3,why no warranty card
3,how many gb of memory please
3,good stuff sir order date february date february confirmation delivery jakarta february date tangerang onhand jne last march
3,"The size of the usb is thought to be big, it seems like the size of the usb storage is not up to gb but it's ok"
3,"Buy a TV from Lazada, guarantee the quality"
3,"pirt the receipt code is correct, uncle, didn't check"
3,Just flash it
3,the item is suitable for the detection lamp to turn on the contents
3,"The TV is confused, isn't it working, plug it in, use the remote control, the TV is damaged, the TV indicator button turns on red, turns off, automatically turns on using the position button behind the red indicator light, thank God, the TV is disabled. As a result, I still send the office address, wow, it's a scene, my office has sent a TV package"
3,Goods late estimation confused how yesterday canceled patient good product bad delivery
3,"the item is pretty good, just the os, all that's left is the kit at the os"
3,i bought the asus a ma and received it after two days of order and all inclusions are there except microsoft word which were supposed to be included the problem is that the microsoft word ppt excel was installed but the seller didnt give us the microsoft license or product key so now we cant use the microsoft we wrote the sender many times but never replied or answered please be aware
3,packing neat td responsive connect hard drive overall mah pretty good price sgtu
3,"Thank you, bro, the item arrived quickly yesterday, I hope it will last"
3,fast send
3,"tv thank you, dear goods, the price is million, the warranty card loses to the fan, the price is thousand"
3,tv sunday not send level pay attention according to estimate thanks
3,"when the tv turns on the hose, why does it smell so bad?"
3,use a hot flash disk
3,send fast satisfied fd sometimes read sometimes not gg
3,ok
3,buy notebook notebook charger cd driver warranty card mouse bag price tera
3,"ok, free shipping, it's arrived, the courier, gblk, thank you lazada courier"
3,alhamdulillah the package arrived quickly delivered neatly packed too cm ayang dismantled the wooden crates the courier dr jne was also friendly thank you
3,"Sorry, the warranty card is in a cardboard box, unfortunately it's not packed with wood"
3,sent quickly complete according to writing a little disappointed the color of the penny doesn't match
3,order giga send giga cover write giga check really giga really light
3,please replace the item back the date the mouse functions I use a damaged laptop item please give a quick notification thanks
3,"the windows are open, alias the screen function is directly on, press the product power button, return the money, send it back"
3,post good stuff likes
3,"yes, it's complete according to the title, no work recommendations, yes, the nature of fat, can t convert ntfs, yes, the file copy and paste system isn't really that great, office people use GPP la"
3,pretty okay
3,"I hope the goods received will be disappointed because the wooden packaging sent from Ciracas Gresik is packed with wood, hopefully it will last"
3,"the condition of the goods is good, disappointed, the goods sent are damaged, thanks, the replacement is good, the delivery is fast, the verification of the message"
3,try to pay w buy nich
3,"turn the item, chat like a statue, don't read the solution about the penny problem, a little problem"
3,physically okay
3,try hopefully durable thanks lazada
3,please help check the message yahh lazada receipt no thank you no trace yahh already nihh
3,"no invoice, here's a warranty claim"
3,"Satisfied quickly, how do I activate it using the speaker, plug in the mm jack, it doesn't detect the speaker"
3,"Monday Monday directly process lazada Tuesday morning Dakota Cargo I'm waiting until Friday evening I haven't received the goods yet, be patient, be patient, if you are crossing the island, it's only natural to send a used one, just spend it patiently"
3,"the settings are strange, often the manual g ting sound screen"
3,"the item is ok, the function is disappointed, it hurts, it's not full gb"
3,weird send different
3,product according to the description of the quality of the product at the right price
3,"the goods are fast, the target is trying to run smoothly, thanks, sorry, if you don't buy, you can get it, if you don't know"
3,Format flash
3,goods received according to thanz lazada
3,sony ads appear really panasonic inc inc
3,sen blue color love red install windows touchpad function looking for drivers
3,"the body is fragile, you can hear the sound if you shake it, the standard data transfer is fast"
3,"The quality of the TV is good, sent it, arrived Sunday, I am satisfied, thank you, Lazada"
3,"I don't know what it is, I don't know"
3,the x battery runs out really fast even though it's in flight mode
3,Goods received unfortunately late standard term
3,"It's a shame, bro, Q Vivo cellphones don't support it"
3,shop lazada send hours packing neat items safe
3,good stuff dear send it like a pler jne den ninja van need it fast
3,the product is good
3,"Sis, the cable doesn't connect, the laptop doesn't look like it's loose"
3,"the capacity is not real, the GB is good enough for that price"
3,"usb runs normally, cm saves video files, not aliases, errors"
3,usb put video
3,"I bought a service when I saw the contents of Toshiba, the goods were good, I kept them for years, a suggestion"
3,thanks lazada buy get the price Rp
3,good job no complain
3,ok product promise free bracket or not
3,"the goods don't match the advertising photos, the quality of the goods is okay"
3,"yes, it's good, I ordered inch with inch, thank you"
3,"the goods arrived, thanks, but how come the bottles are broken, minus the packing, the goods are neat, safe"
3,pretty okay good stuff not a bag and mouse
3,ckp
3,asked for red got blue
3,"Narrow viewing angle, focus color contrast, running all the screen quality is enough"
3,"Bro, buy an item, order status item, send it, please follow up, bro"
3,"the item received, overall it's good, thx lazada"
3,the goods according to the message arrived only gb
3,neat and tidy receipts are durable
3,"Anti virus is not used, free small pouch"
3,buy september arrive sunday packing wood use bln system smart tv broken no access tel cs coocaa said looking for a software solution now the function of watching tv is just returning the system is broken regret buying
3,"The item arrived safely when it was filled with MP Masala Masala MP when it came in when the DVD player was playing, I don't know if it was playing or not"
3,freevheadset
3,first impression was amazed at the quality of the sound image to read movie files it's hard to bother with the hdd because it doesn't plug play on my android tv
3,isi completed cmn flashdisk sya dpt cmn gb thx
3,The edition reads wrongly I thought it was giga mb but yes okay good stuff packing okay thanks lazada
3,good
3,disappointed gb capacity satisfied goods and fast delivery
3,it's good to drink hot
3,satisfied star tree
3,too late
3,the tree is ok
3,"good product, goods received after order, I've tried it, it's really ok, many thanks Lazada"
3,satisfied item okay thanks lazada
3,still used
3,"sorry, bro, no password, yes, the flashdisk is fake, why use it"
3,goods according to specifications quickly
3,"the goods are not bad, the delivery for Sulawesi takes days, it really does come from China"
3,"try it right away, be satisfied, be proud of the Android TV village, mantulllll"
3,"TV is good, packing wood is neat, sending the goods is late, I think it's ok, thanks Lazada"
3,"Using the zipper, the name mureehhh is broken"
3,"ok, sometimes I don't like connecting to the Asus Zenfone Max Pro cellphone"
3,the item fits until the fd is strangely scratched
3,"Order black, send red"
3,"it's really cheap, don't give me the wrong price or give me the wrong information later"
3,use sim card g lte
3,item according to the description bonus flashdisk according to the description of the item smooth yahh beret performance windows pretty decent streaming youtube lot still a bit broken buts its ok the price of gin the quality is according to the price yeah
3,Disappointed packaging items were packed with wood after arriving in layers of dus
3,laptop description plus warranty please
3,"it's good, the body is light, the copy paste is super fast, it overheats quickly when it's overheated so you can't read the flash storage"
3,wear
3,luckily it's still in use
3,pretty safe condition
3,thank you
3,it doesn't arrive gb gb
3,"ready or not sist the color of the ori is easily damaged, bro"
3,great real pict neat packing good stuff bounces really no cd driver
3,goods received
3,flash
3,estimation of sending jogja fast date hardisk ok cable registration not good
3,good stuff full capacity gb gb
3,"good stuff, just a bonus, isn't it?"
3,"confirmation of sending the goods yet, ordered the date of the date yet"
3,"don't fill the tar box, just the laptop"
3,repeat order to buy a flash drive with functional goods
3,"I was able to serve it yesterday, I was surprised that the kerdus was dented, I was worried about the contents of the berabe."
3,the item has received normal function thanks lazada
3,great
3,"Thank God, the land goods are safe, the normal function of the shipping process is terrible"
3,good item size for hard disk hp
3,it's clear that you got a free pen pouch or not
3,"Ori, write the name neatly, put it on, and it's hidden"
3,"Send it okay, it's okay, it's a shame I can't read the flash drive, the USB port isn't working"
3,according to the item according to the ori description check the application is steady thx lazada
3,"The item is in accordance with the advertisement. Appeal for shops, please include windows. Lay people are confused. Hdd plug and play. Read for smart people. There's no problem with computers. Thanks bro"
3,smooth goods steadypppppp
3,
3,"it's okay for gb, it's good, the flash is smooth"
3,"Changing channels feels like a lot of smartphone RAM GB crammed with applications, added contrast brightness settings, just set it to sharp, white, broken eyes to watch, the duration of the eco feature, set the brightness of the cellphone screen, it's simple, it's just dark on the screen, indoor TV overall, if you compare the price, Tara TCL Smart TV, maybe you won't lose, just win the brand feature"
3,"The TV cardboard is torn horizontally in the middle, I don't know if it's wrong, it's the wrong warehouse, fortunately the remote is broken, it fits in the natural casing."
3,"the item is quite full hd, mas, hd is okay, the price for gin works minus the wood packing"
3,very good syng klo video g baca
3,laptop received good packing defect thankslazada
3,good stuff safe
3,good stuff disappointed capacity
3,"If you can order goods, you can get credit, because you have to pay after the goods are sent, pay at the place of installment"
3,goods as ordered
3,"k bright screen, k brand screen product, k is disappointed"
3,the item is pretty good for the contents of the gb
3,"The TV is satisfied, please send it well, but wait for it to be sent"
3,And in ke
3,"The goods arrived yesterday, how come the mini keyboard is a bonus promise"
3,"good stuff, according to the price, the specs don't match the usb socket, the limit of dvb t dvb t dvd c, warranty card, proof of purchase and requirements for complaints, warranty for the steering wheel"
3,"The item arrived quickly, it's unique, it's cute, it's a shame if I use Android, I really like force close, plug it in, plug it in, pull it out"
3,good packing
3,"not full gb gb, okay, the goods are satisfied, okay, great"
3,order vitron ltv came vitron ltv thank you
3,tv fast line lcd please check the packing more neatly thank you
3,send laptop bag bonus tera title fill description send one item one after another just wait for action
3,"The laptop is in good physical condition, when it turns on, Excel Word opens, turns off, tries to blank, doesn't show chat, reply, I'm back home from warranty claims, thank you Lazada has helped with the return process"
3,"If I want to buy a house in a remote village, can I or not"
3,nice like it
3,item according to picture fast delivery specification meet description casing plastic metal casing sleeve casing cable usb hdd installation quite easy screw screw honest plastic components buy direct china factory get idr price ok say fantastic say bad
3,already ting yet
3,"the charger is complete, don't use the charger, looking to buy, connect the charger, please help"
3,"the sending process was fast, paid until I was shocked to receive the package, but the package was big, no bubble wrap, no wooden packing, no warranty card, no side screen, how come the screen came out, please answer, bro"
3,"slow item, digital blurry image, on, the image is not clear, the condition of the item, the seal, the item is used"
3,"assalamualaikum, after buying a toshiba hard drive, tko sunday is damaged, using copy pail properties, please help"
3,"I have bought a shop, directly plug in the TV or not"
3,dicobs
3,normal stuff okay
3,"Good stuff, satisfied"
3,"windows is installed, just use say say"
3,"cheap price, okay quality, the goods have arrived in the Sumedang area"
3,bag g
3,pretty good
3,"neat packing, slow delivery"
3,"I ordered a sharp aquos lc led tv le id, order list, postage, include the exact item, then Rp, I hope Lazada clarifies it"
3,professional courier
3,"good packing, fast delivery, cod test item, safe, problem, but non-VGA, I'm afraid to order HDMI, USB, but VGA, reseller, claim warranty, thank you. I hope it lasts"
3,"I have received the remote volume button, it doesn't work. I have responded to the contact, thank you"
3,tv is more estimated tv is pretty good thanks lazada
3,good stuff according to the picture thanks lazada good luck
3,"according to the cheap price, it's really slow, because I still can't send it safely"
3,good item fast good service thanks lazada
3,"The Android TV feature is good, the limit is like a lot, the remote is not responsive, restart the TV first"
3,by laptop gk cd y
3,good stuff disappointed bonus bracket promise to send
3,good
3,really Inc
3,good
3,the goods have been sent quickly recommended
3,item okay work gb just send sunday
3,message fits samsung s cellphone using type c exchange seller chat read back
3,"Good packing, late delivery schedule Installed windows, fortunately the original shop installed it for free, thanks"
3,"it's good, it's not bright, it's new and it's pretty good, thank you Lazada"
3,"I have received the brg according to the advertisement, great shopping, go ahead, lazada oye"
3,"The contents of the gb memory are disappointed, it's okay, fortunately the file size isn't big, I didn't buy a flashdisk"
3,fast neat packing
3,"empty root system appears, must reinstall, pack neatly, seal"
3,normal tv remote function please seller's solution
3,it's not durable
3,buy a flashdisk pcs otg gb pcs how to send a flashdisk
3,good performance but haven t used it yet hope the quality inside is as good as the exterior bravo
3,"Sis, why is the contents of the video broken, the flash drive specifically for the task photo song, why are you disappointed"
3,tv came with bal order on july order came according to the delivery alert message
3,jabotabek send
3,try to pay w buy nich
3,market bs akses software update via network ga bs akses cuman youtube browser bs connect
3,original
3,"a good laptop, windows trial, clear cheat, write trial seller, write clearly, windows trial product buys cheats"
3,response to sending buying transaction items
3,"the item arrived quite fast, complete, still ok, thanks lazada, thanks seller, gbu"
3,slow
3,"Send it quickly, fast, schedule, should invoice guarantee book or not?"
3,ok
3,"The image quality of TV broadcasts as an Android screen is not suitable, I hope the DNR function noise is not more colorful, set it too, it doesn't have an effect because I bought the sale price for the feature now, OK?"
3,
3,windows instal ya gan
3,"satisfied, click the payment, the goods are sent according to the destination address"
3,"the goods are already free or not, the goods are free"
3,it's a shame it doesn't use it
3,brg until the day I ordered it when it was on sale now the price was again the date it was installed os cmn I'm disappointed that the different colors drawn must be dark blue I got full black plz be more consistent again lazada
3,The shop where you bought the cod flash disk directly bro
3,"If I want to buy a house in a remote village, can I or not"
3,"packing is safe, the condition of the TV is as expected, because it's just a remote TV advertisement, the function of the moon is waiting for the wireless speaker, it doesn't send cm php, but luckily the TV sends hehe"
3,the office manual doesn't respond slowly
3,the item doesn't match the picture or the cd rw
3,"I'm disappointed, the battery is good, the battery has run out"
